time,sender_id,telephone_number_type,original_network_name,original_network_country,text,translation,language,url_shortener,named_entity,scam_type,lure_principles
"martes, 27 de julio de 2021 21:25",,,,,Lamentamos informarle que su cuenta ha sido desactivada por seguridad le rogamos que complete <LOCATION> verificacion <URL>,"We regret to inform you that your account has been deactivated for security, we ask you to complete the following verification <URL>",Spanish,bit.ly,Santander Bank,banking,"authority,time/urgency"
21:04,,,,,"At 20.34.19 on 16/07 , you authorised a registration of a new device. If this wasn't you visit <URL>",,English,,Lloyds Bank,banking,"authority,time/urgency"
03:08:21 Tuesday : 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
,,,,,"Dear PAYTM User
Your PAYTM A/C K.Y.C Has Been Expired
Call immediately For Verification
A/C will be Blocked Within 24hr
PAYTM OFFICE PH <DATE_TIME>",,English,,Paytm,banking,"authority,time/urgency"
vrijdag 16 april 2021 06:12,phone number,MOBILE,Vodafone,NLD,"[ING]: OP <DATE_TIME> wordt er €603,79 <NAMED_ENTITY>. <NAMED_ENTITY>? <NAMED_ENTITY> incasso-opdracht via: ing/annulering","[ING]: On <DATE_TIME>, € 603.79 will be debited from your account. Is this not correct? Then check this direct debit via: ing/cancellation",Dutch,,ING Bank,banking,"authority,time/urgency"
,phone number,MOBILE,Movistar,PER,"INTERBANK ALERTA
Codigo SMS: <US_DRIVER_LICENSE>
Su transferencia por S/1,500 esta siendo procesado, si desconoce este movimiento ingrese aqui:","INTERBANK ALERT
SMS Code: <US_DRIVER_LICENSE>
Your transfer for S/1,500 is being processed, if you don't recognize this activity click here:",Spanish,bit.ly,interbank,banking,"authority,time/urgency"
06:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
Today 17:07,,,,,"Dear Customer, total amount due of Rs 4882.45 on Credit Card <US_DRIVER_LICENSE> was due on <DATE_TIME>. Please pay the Minimum Amount Due of Rs 250.00 immediately for uninterrupted usage of the card. For payment options, visit <URL> Please ignore if already paid. Watch the Video to know about payment process through UPI <URL>",,English,bit.ly,ICICI Bank,banking,"authority,distraction,time/urgency"
03:08:21 - Tuesday 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
,,,,,"Bonjour, votre Caisse d'Epargne vous a adressé une communication concernant la mise à jour réglementaire de votre dossier client. Pour en savoir plus sur les documents à nous transmettre, RDV sur <URL> Votre Directeur d'Agence","Hello, your Caisse d'Epargne has sent you communication regarding the regulatory update of your customer file. To find out more about the documents to send us, go to <URL> Your Branch Manager",French,,caisse depargne,banking,"authority,time/urgency"
"5:17, Sunday, January 10",phone number,MOBILE,Vodafone,ESP,Paypal: Kontot @@r begr@@nsat. K@@r den @@rliga uppdateringen p@@¥ <DATE_TIME>:,Paypal: Account is restricted. Do the <DATE_TIME> update in <DATE_TIME>:,Swedish,bit.ly,PayPal,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your PAN number: <URL>,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
5:25 pm,phone number,MOBILE,AirTel,IND,Dear SBI user your SBI YONO A/c has been blocked. please update your PAN CARD click here to login your net banking update your PAN No,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
Today 13:42,,,,,"Outgoing requests have been made on your BOI.
Not You?
Review this:<URL>
Reference:ICB392",,English,,Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
15:46,phone number,BAD_FORMAT,,,Dear Customer your SBI bank account has been suspended for KYC Please Complete your KYC 10 min click here link <URL>,,English,,State Bank of India,banking,"authority,time/urgency"
15 april 2021 08:58,phone number,MOBILE,T-Mobile Thuis,NLD,"[ING BANK] Uw toegang tot Mobiel Bankieren App vervalt per <DATE_TIME>, Verleng uw toegang zo spoedig mogelijk om blokkade te voorkomen via: <URL>","[ING BANK] Your access to Mobile Banking App expires on <DATE_TIME>, Extend your access as soon as possible to prevent blocking via: <URL>",Dutch,,ING Bank,banking,"authority,time/urgency"
dinsdag 27 juli 2021 15:41,phone number,MOBILE,Proximus,BEL,CARDSTOP: We hebben een melding ontvangen uw bankkaart te blokkeren. <NAMED_ENTITY> verifieer jezelf via: <URL>,"CARDSTOP: We have received a notification to block your bank card. If this is not correct, verify yourself via: <URL>",Dutch,,,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your updated PAN number: <URL>,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
07:57,,,,,Dear customer your Kotak credit card points worth INR 9870 expired by <DATE_TIME>. Kindly redeem your points in cash by click here,,English,bit.ly,Kotak Mahindra Bank,banking,"authority,need and greed,time/urgency"
08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please login over PAN CARD click here to login your PAN number: <URL>,,English,bit.ly,State Bank of India,banking,"authority,need and greed,time/urgency"
"Monday, June 3",phone number,BAD_FORMAT,,,UW BANKKAART IS GEBLOKKEERD. <NAMED_ENTITY> via onderstaande link: <URL>,YOUR BANK CARD IS BLOCKED. Unblock within <DATE_TIME> via the link below: <URL>,Dutch,bit.ly,,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
Aug 19 17:52,,,,,Reminder: Aditya Birla Health Insurance has requested payment of INR 13499.00. You can pay through this link: <URL>,,English,,aditya birla health insurance,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
"Saturday, September 11, 2021, 7:32 PM",phone number,MOBILE,AirTel,IND,Dear SBI user your SBI YONO Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number,,English,bit.ly,State Bank of India,banking,"authority,time/urgency"
03:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
17:38,phone number,BAD_FORMAT,,,"HSBC: A payment was attempted from a new device. If this was NOT YOU, please <URL>",,English,,HSBC UK,banking,"authority,distraction,time/urgency"
03:08:21,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login per your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
03:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
01:48 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear customer your SBI A/C has been Suspended. please update your KYC Click here link submit your details <URL>,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
2021-08-03 13:54,phone number,MOBILE,Lycamobile,ESP,Aviso Bankia|CaixaBank:A partir del dia <DATE_TIME> No puedes utilizar su cuenta. Tienes que activar la nueva sistema de seguridad web.,Bankia|CaixaBank Notice: Starting from <DATE_TIME> You cannot use your account. You have to activate the new web security system.,Spanish,bit.ly,CaixaBank,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
7:24 PM,,,,,"Coinbase: A withdrawal has been requested from an unknown IP address. If this was not you, follow the steps here: <URL>",,English,bit.ly,Coinbase,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,need and greed,time/urgency"
Yesterday 12:17 PM,,,,,<NAMED_ENTITY>-Did You Attempt A Zelle Payment For The Amount of $5000.00? Reply YES or NO Or 1 To Decline Fraud Alerts,,English,,JP Morgan Chase,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,need and greed,time/urgency"
08:21,,,,,Dear SBI user your SBI YONO Account has been blocked please activate your PAN CARD click here to login your PAN number: https://gbrtATwx2,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
12:07,phone number,MOBILE,TATA DOCOMO,IND,Dear SBI user your SBI Y0N0 Account will be block <DATE_TIME>. Please click here link update your PAN CARD Number . <URL>,,English,bit.ly,State Bank of India,banking,"distraction,need and greed,time/urgency"
6 min,,,,,"OCBC: You have a credit card with a limit of S $10000, which can be activated: <URL>",,English,,ocbc,banking,"authority,need and greed,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
,,,,,"<NAMED_ENTITY>,
Referentie: <US_DRIVER_LICENSE>
Wij hebben uw rekening in de 'quarantaine zone' geplaatst.
U dient uw Argenta bankieren voor 11-01-21 opnieuw te activeren om blokkade te voorkomen.
voor meer informatie: <LOCATION>","Dear Customer,
Reference: <US_DRIVER_LICENSE>
We have placed your account in the 'quarantine zone'.
You must reactivate your Argenta banking before <DATE_TIME> to prevent blocking.
For more information: <URL>",Dutch,,argenta,banking,"authority,time/urgency"
Yesterday 12:17 PM,,,,,<NAMED_ENTITY>-Did You Attempt A Zelle Payment For The Amount of $5000.00? Reply YES or NO Or 1 To Decline Fraud Alerts,,English,,JP Morgan Chase,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your PAN number: <URL>,,English,,State Bank of India,banking,"authority,need and greed,time/urgency"
10m,phone number,MOBILE,OMNIPOINT COMM CAP  ,USA,"Your Wells Fargo Bank code is : 583-272. If you did not request this code, to avoid suspension please confirm identification here: <URL>
Wells Fargo would never call you and ask for your personal information.",,English,,wells fargo bank,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
10:13,phone number,MOBILE,Movistar,ESP,Lamentamos informarle que su cuenta ha sido desactivada por seguridad le rogamos que complete la siguiente verificación: <URL>,"We are sorry to inform you that your account has been deactivated for security, we ask you to complete the following verification: <URL>",Spanish,cutt.ly,Santander Bank,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
06:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
,,,,,Un dispositivo no autorizado esta conectado online. Si no reconoce este acceso verifique inmediatamente: <URL>,"An unauthorized device is connected online. If you do not recognize this access, verify immediately: <URL>",Spanish,tinyurl.com,BBVA,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please secure your PAN CARD click here to login your PAN number: https://.../gtATwZc,,English,,State Bank of India,banking,"authority,time/urgency"
11:27 AM,phone number,MOBILE,Reliance Jio,IND,"Your Paytm amount Rs. 34,939 is credited to <PHONE_NUMBER> Download and Register now",,English,,Paytm,banking,"authority,need and greed"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
,,,,,"Sparkasse: Eine wichtige Nachricht von der Sparkasse wartet auf <LOCATION>. Um diese Nachricht zu lesen, <LOCATION> zu : www.Sparkasse-notwendige...","Sparkasse: An important message from Sparkasse is waiting for you. To read this message, go to: www.Sparkasse-notwendige...",German,,sparkasse,banking,"authority,time/urgency"
17:32,,,,,"Dear Customer, your Loan request received <DATE_TIME> for processing on CreditCard ending with <DATE_TIME> for <NAMED_ENTITY> at 1.74% int.rate pm payable in 12EMIs.",,English,,unknown,banking,"authority,need and greed"
03:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,need and greed,time/urgency"
"Monday, June 21, 2021 13:30",phone number,MOBILE,AirTel,IND,Dear customer your SBI Net Banking account has been blocked please check your A/C details click here to login your net banking,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
06:08:21,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
"miércoles, 14:31",phone number,MOBILE,entel,CHL,BancoChile. <LOCATION> tu MIPASS. Requerimos actualices tus datos para brindarte mayor seguridad <NAMED_ENTITY>.,BancoChile. You've conducted an operation without your MIPASS. We require you to update your data to provide greater security to your account.,Spanish,,bancochile,banking,"authority,distraction,time/urgency"
17:43,,,,,PayPal: We have limited your account due to safety concerns. Please visit <URL> before we are forced to suspend services.,,English,,PayPal,banking,"authority,distraction,time/urgency"
14:19,,,,,"Your device will be unpaired on <DATE_TIME>.
Pair your device again via: <URL>
Our <US_DRIVER_LICENSE> agents will never ask you for personal information.",,English,,N26,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please rev... click here to login your PAN CARD number... your PAN number... <URL>,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
"Fri, 10 Sep 14.31",,,,,"INI OTP buat hubungkan <NAMED_ENTITY>. <NAMED_ENTITY> SIAPA PUN <NAMED_ENTITY>, <NAMED_ENTITY>. OTP: <US_DRIVER_LICENSE> <URL> @<URL> #<US_DRIVER_LICENSE>","This is OTP for connecting <NAMED_ENTITY> to <NAMED_ENTITY>. DON'T GIVE IT TO ANYONE even Gojek, because it can be used to access your account. OTP: <US_DRIVER_LICENSE> <URL> @<URL> #<US_DRIVER_LICENSE>",Indonesian,," gopay, halodoc,gojek",banking,"authority,distraction,time/urgency"
"Today, 4:10 PM",phone number,MOBILE,AirTel,IND,"INR 55,000 is credited to you A/ C <URL>X8052 on <DATE_TIME> through NEFT N563X2. Check your balance.",,English,,,banking,"distraction,need and greed"
"domingo, 24 de enero de 2021 16:04",phone number,MOBILE,FREEDOMPOP MEXICO S.A. DE C.V.,MEX,"Estimado Cliente HSBC, <NAMED_ENTITY> por un movimiento inusual ingresa aqui: <URL> -Mx y reactiva tu servicio","Dear HSBC Customer, your account has been blocked due to unusual movement, enter here: <URL> -Mx and reactivate your service",Spanish,bit.ly,HSBC UK,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your Pan number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
"Today, 2:59 PM",phone number,MOBILE_OR_LANDLINE,Vodafone India,IND,Dear Customer your SBI bank account has been suspended for KYC Please Complete your KYC 10 min click here link <URL>,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
13:08,phone number,MOBILE,AirTel,IND,Dear Customer your SBI NET BANKING Account will be Suspended by <DATE_TIME>. Please <NAMED_ENTITY> now visit the link,,English,,State Bank of India,banking,"authority,time/urgency"
"Sunday, 10 January 2021 20:19",phone number,MOBILE,Orange Belgium,BEL,"<NAMED_ENTITY>,
Referentie: <US_DRIVER_LICENSE>
Wij hebben uw rekening in de 'quarantaine zone' geplaatst.
U dient uw Argenta bankieren voor 11-01-21 opnieuw te activeren om blokkade te voorkomen.","Dear Customer, 
Reference: <US_DRIVER_LICENSE> 
We have placed your account in the 'quarantine zone'. 
You need to reactivate your Argenta banking before <DATE_TIME> to prevent blockage.",Dutch,,argenta,banking,"authority,time/urgency"
"Today, 10:39 AM",phone number,BAD_FORMAT,,,"Bank of india: Dear user, your account is temporarily locked confirm your transaction password to recover at <URL> to proceed.",,English,,Bank of India,banking,"authority,time/urgency"
23 min,phone number,MOBILE,Lycamobile,ESP,<NAMED_ENTITY>: Estimado cliente a partir del <DATE_TIME> Su cuenta quedara bloqueada por favor activa el nuevo sistema de seguridad: <URL>,"<NAMED_ENTITY>: Dear customer, as of <DATE_TIME>, your account will be blocked, please activate the new security system: <URL>",Spanish,bit.ly,CaixaBank,banking,"authority,distraction,time/urgency"
22:33,,,,,"Dear Customer, Your debit card has been blocked. To activate your card, call <US_BANK_NUMBER>",,English,,,banking,"authority,distraction"
13:48,,,,,"INFO: Le informamos de que su banco ha devuelto su factura de luz de 35,29€, mas detalle en <URL> Para su comodidad, puede pagar desde su propia casa evitando desplazamientos en nuestra web <URL>","INFO: We inform you that your bank has returned your light bill of 35.29€, more detail at <URL> For your convenience, you can pay from your own home avoiding travel on our web <URL>",Spanish,,,banking,"authority,distraction,time/urgency"
11:17,phone number,BAD_FORMAT,,,"Info PayPal,
Une tentative de connexion frauduleuse a eu lieu sur votre compte !
Si il ne s'agit pas de vous, <NAMED_ENTITY>
Cordialement le service de sécurité PayPal.","Info PayPal,
A fraudulent login attempt has taken place on your account!
If it's not you, please go to <URL>
Best regards, PayPal security service.",French,,PayPal,banking,"authority,distraction,time/urgency"
Today 10:13,,,,,"Dear user, your account still has credit limit Rs.400,000. if not used for a long time may be reset. Hurry! Loan from us now! LFPL",,English,,lfpl,banking,"authority,need and greed,time/urgency"
Aujourd'hui 18:03,,,,,"<NAMED_ENTITY> Client
Votre compte est restreint vous devez confirmer votre identite avant que votre compte soit cloture : <URL>
paypal Securite.","Dear Customer
Your account is restricted you must confirm your identity before your account is closed: <URL>
paypal Security.",French,,PayPal,banking,"authority,time/urgency"
Today,phone number,TOLL_FREE,SomosGov,USA,"To celebrate the release of the new Celsius Web App, HODL your crypto with the Web App and receive up to $2,000 in bonus: <URL>",,English,,celsius web app,banking,"authority,need and greed,time/urgency"
"viernes, 15 de enero de 2021 10:29",,,,,"BBVA : Debido a una actualizacion , <NAMED_ENTITY> suspender <NAMED_ENTITY>. Para desbloquearlo : <URL>","BBVA: Due to an update, we have had to suspend your account. To unlock it: <URL>",Spanish,,BBVA,banking,"authority,distraction,time/urgency"
19:20,,,,,Vanwege de nieuwe veiligheidsupdate <NAMED_ENTITY> uw bank <NAMED_ENTITY> huidige ItsMe account. U kunt dit direct regelen via:,"Due to the new security update, you must re-link your bank before <DATE_TIME> to your current ItsMe account. You can arrange this directly via:",Dutch,bit.ly,itsme,banking,"authority,distraction,time/urgency"
16:57,,,,,"Gentile cliente, la sua carta e stata bloccata per motivi di sicurezza, per informazioni proseguire tramite il portal e indicato: <URL>","Dear customer, your card has been blocked for security reasons, for information proceed via the indicated portal: <URL>",Italian,bit.ly,,banking,"authority,time/urgency"
"martes, 21 de septiembre de 2021",phone number,BAD_FORMAT,,,"BANCO ESTADO HAY UN INGRESO EXITOSO EN SU CUENTA DESDE UNA IP NO RECONOCIDA, ACTUALICE SUS DATOS DE SEGURIDAD EN NUESTRO SITIO WEB: <URL>
ALERTA DE SEGURIDAD BANCO ESTADO DISPOSITIVO DE SEGURIDAD DESACTIVADO, ACTUALICE SUS DATOS EN NUESTRO SITIO WEB: <URL> EVITE FRAUDE BANCARIO.","BANK STATE THERE IS A SUCCESSFUL INCOME IN YOUR ACCOUNT FROM AN UNRECOGNIZED IP, UPDATE YOUR SECURITY DATA ON OUR WEBSITE: <URL>
BANK STATE SECURITY ALERT SECURITY DEVICE DEACTIVATED, UPDATE YOUR DATA ON OUR WEBSITE: <URL> AVOID BANK FRAUD.",Spanish,bit.ly,banco estado,banking,"authority,distraction,time/urgency"
12:48 PM,,,,,"Dear Customer
Your Pay T M Account has been suspended due to suspicious activities. call us <DATE_TIME> immediately. Your account will be blocked within24 hrs.",,English,,Paytm,banking,"authority,time/urgency"
03:08:21 Tuesday · 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
12:58 pm,phone number,MOBILE,Vodacom,ZAF,TymeBank:- A third-party payment has been scheduled to be debited from your account by <DATE_TIME>.TAP <URL> to view.T&C's apply's.,,English,bit.ly,tymebank,banking,"authority,distraction,time/urgency"
"Thursday, 6 May 2021 16:04",phone number,MOBILE,Vodafone UK,GBR,"HSBC ALERT: Request for NEW payee MR A <NAMED_ENTITY> has been made on your account. If this was NOT done by you, visit: <URL>",,English,,HSBC UK,banking,"authority,distraction,time/urgency"
11:54 AM,phone number,MOBILE,AirTel,IND,Dear customer your SBI bank account has been suspended for KYC please complete your KYC 10 min click here link,,English,,State Bank of India,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,need and greed,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your Pan number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
14:21,,,,,TymeBank:A third-party payment has been scheduled to be debited from your account by <DATE_TIME>.TAP <URL> to <URL>th FSB.T&C,,English,bit.ly,tymebank,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21  Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your PAN number: <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
04:34,,,,,"Dear Customer,Your mobile number is not registered for this facility,to register for SBI Quick facility,senda SMS REG Account Number to <PHONE_NUMBER>",,English,,State Bank of India,banking,"authority,distraction"
"Today, 10:26 AM",,,,,"Dear SBINetBanking User
Your Document Verification is Pending.
Please call our customer service at <UK_NHS>. Your service will be blocked within <DATE_TIME>.
Thanks",,English,,sbinetbanking,banking,"authority,time/urgency"
11:17,,,,,INFO: Acceso no autorizado en su cuenta online. Si no reconoce este acesso verifique inmediatamente: <URL> (GATEWAY D),"INFO: Unauthorized access to your online account. If you do not recognize this access, verify immediately: <URL> (GATEWAY D)",Spanish,,BBVA,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,phone number,BAD_FORMAT,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>,,English,is.gd,State Bank of India,banking,"authority,distraction,time/urgency"
11:35,phone number,BAD_FORMAT,,,"Dear Customer, Your PAYTM KYC has expired.
Your PAYTM will be blocked within <DATE_TIME>.
Please contact PAYTM OFFICE PH <DATE_TIME>",,English,,Paytm,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please reload your PAN CARD click here to login your name and password. your PAN number: <URL>,,English,t.co,State Bank of India,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
13:48,,,,,INFO: Un nuevo acceso no autorizado esta conectado a su banca online. Si no reconoce el dispositivo verifique inmediatamente:,INFO: A new unauthorized access is connected to your online banking. If you do not recognize the device verify immediately:,Spanish,,,banking,"distraction,time/urgency"
"17 May 2021, 4:39 PM",,,,,"OCBC: We received a request to deduct SGD 100,000.00 from your account (---). This was processed at <DATE_TIME> on <DATE_TIME>. Questions? Call <PHONE_NUMBER>.",,English,,ocbc,banking,"authority,distraction"
"29 Oct, 14:57",,,,,We have Temporarily restricted you BOI account due to Suspicious ongoing  activity. Please visit <URL> to prevent loss of Assets & Funds.,,English,,Bank of India,banking,"authority,time/urgency"
03:08:21 Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <NAMED_ENTITY>,,English,,State Bank of India,banking,"authority,distraction,time/urgency"
03:08:21  Tuesday - 11:34 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please recover your PAN CARD click here to login your PAN number: <URL>,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
15:07,,,,,Santander : <NAMED_ENTITY> a confirmar rapidamente su informacion para evitar una restriccion o suspension de su cuenta. <NAMED_ENTITY>,Santander: We invite you to quickly confirm your information to avoid a restriction or suspension of your account. Click here,Spanish,cutt.ly,Santander Bank,banking,"authority,time/urgency"
5:27 PM,phone number,MOBILE,AirTel,IND,Dear customer your SBI Net Banking account has been Blocked please check your A/C details click here to login your Net Banking,,English,bit.ly,State Bank of India,banking,"authority,distraction,time/urgency"
